#Data: SHAPE_SFM_49k_v20180804.dat
#Number of Polygons: 49152
#Rotational Period: 3.4 [h] , Density: 1200 [kg/m^3] 
#Unit: Polygon center coordinate in km, and SI units for other values.49152
#PlateID  center_x   center_y   center_z   lon    lat    CRefAccx   CRefAccy   CRefAccz   attract_x  attract_y  attract_z  Gpotential Rpotential Tpotential GeopotentialSlope  normal_x    normal_y    normal_z   area   
        3613   -0.02266     0.1931     0.4122  96.69  64.75  -5.97e-06  5.088e-05         -0  7.699e-06  -1.74e-05 -0.0001276    0.06556    0.00498   -0.07054  32.62      -31.23        62.27         79.9 5.3e-05 
        3614    -0.0265     0.1898     0.4139  97.95  65.15 -6.982e-06  5.001e-05         -0  7.818e-06 -1.723e-05 -0.0001279    0.06551   0.004839   -0.07035  37.55       -17.1        73.63        73.58 5.275e-05 
        3615    -0.0243     0.1851     0.4188  97.48  65.97 -6.402e-06  4.879e-05         -0  7.532e-06 -1.652e-05 -0.0001286    0.06522   0.004594   -0.06982   34.8      -16.94        69.72        77.83 5.293e-05 
        3616   -0.02841     0.1823      0.421  98.86  66.34 -7.486e-06  4.803e-05         -0  7.761e-06 -1.617e-05 -0.0001286    0.06507   0.004484   -0.06955  40.01      -5.338        79.38        73.43 5.413e-05 
        3617   -0.02649     0.1782     0.4267  98.45  67.11 -6.979e-06  4.695e-05         -0  7.596e-06 -1.539e-05 -0.0001287    0.06461   0.004276   -0.06889  52.94      -6.593        101.5        58.96 5.879e-05 
        3618   -0.03075     0.1755     0.4292  99.94  67.45 -8.103e-06  4.625e-05         -0  8.365e-06 -1.442e-05  -0.000129    0.06439   0.004184   -0.06858  44.06       -33.7        81.41        70.46 5.641e-05 
        3619   -0.02843     0.1709     0.4345  99.45  68.26 -7.492e-06  4.504e-05         -0   8.12e-06 -1.299e-05 -0.0001299    0.06402   0.003955   -0.06798  33.63      -33.94        65.43        86.83 5.695e-05 
        3620   -0.03226     0.1674     0.4359  100.9  68.64   -8.5e-06  4.412e-05         -0  8.462e-06  -1.25e-05 -0.0001304    0.06398    0.00383   -0.06781  35.51      -28.25        70.27        84.29 5.666e-05 
        3621   -0.02949     0.1622     0.4404  100.3  69.48 -7.772e-06  4.274e-05         -0  8.058e-06 -1.129e-05 -0.0001313    0.06372    0.00358    -0.0673  27.66      -27.93        56.59        94.99 5.702e-05 
        3622   -0.03335     0.1587     0.4417  101.9  69.84 -8.788e-06  4.181e-05         -0  8.285e-06 -1.089e-05 -0.0001316    0.06367   0.003464   -0.06714  30.48      -19.86        63.23         91.2 5.637e-05 
        3623   -0.03068     0.1536     0.4467  101.3  70.68 -8.084e-06  4.048e-05         -0  8.021e-06 -1.006e-05 -0.0001318    0.06332   0.003233   -0.06655  42.14      -21.02        84.13        80.41 5.913e-05 
        3624   -0.03471     0.1504     0.4484    103  71.01 -9.146e-06  3.963e-05         -0  8.512e-06 -9.215e-06 -0.0001321    0.06319   0.003139   -0.06633  38.12      -34.08        72.83        85.45 5.867e-05 
        3625   -0.03207     0.1453     0.4535  102.4  71.84  -8.45e-06  3.828e-05         -0  8.469e-06  -7.85e-06 -0.0001324     0.0628   0.002917   -0.06571  35.83      -35.04        69.74         91.5 6.013e-05 
        3626   -0.03607     0.1418     0.4549  104.3  72.17 -9.506e-06  3.737e-05         -0   8.74e-06 -7.066e-06 -0.0001327    0.06271   0.002821   -0.06553  37.56      -30.25        74.61        90.26 6.047e-05 
        3627   -0.03318     0.1364     0.4598  103.7  73.03 -8.744e-06  3.593e-05         -0  8.508e-06 -5.458e-06 -0.0001332    0.06234   0.002595   -0.06493  32.55       -31.2        66.25        100.2 6.207e-05 
        3628   -0.03712     0.1328     0.4611  105.6  73.35 -9.781e-06  3.499e-05         -0  8.749e-06 -4.691e-06 -0.0001334    0.06224   0.002505   -0.06475  33.69      -28.69        69.54        100.3 6.267e-05 
        3629   -0.03361     0.1269     0.4656  104.8  74.26 -8.856e-06  3.344e-05         -0   8.25e-06 -3.027e-06  -0.000134    0.06192    0.00227   -0.06419  28.33      -29.51        59.41        110.6 6.45e-05 
        3630   -0.03728     0.1232      0.467  106.8  74.59 -9.825e-06  3.247e-05         -0  8.417e-06 -2.271e-06  -0.000134    0.06181   0.002184   -0.06399  31.89      -21.06        70.58        110.4 6.635e-05 
        3631   -0.03692     0.1165     0.4705  107.6  75.44  -9.73e-06   3.07e-05         -0  8.265e-06 -4.222e-07 -0.0001345    0.06156   0.001968   -0.06353  22.33      -20.61        49.26          122 6.658e-05 
        3632    -0.0327     0.1134     0.4727  106.1  75.99 -8.618e-06  2.987e-05         -0  7.744e-06  2.103e-07 -0.0001348    0.06144   0.001834   -0.06327  25.48      -27.34        55.67        123.4 6.907e-05 
        3633   -0.03257     0.1061     0.4763  107.1  76.88 -8.583e-06  2.796e-05         -0  7.495e-06  1.659e-06 -0.0001347    0.06115   0.001623   -0.06277  30.54      -30.08        72.03        130.1 7.585e-05 
        3634   -0.03687      0.102     0.4777  109.9  77.21 -9.716e-06  2.688e-05         -0  8.159e-06  2.568e-06 -0.0001343      0.061    0.00155   -0.06255  31.17      -29.57        75.52        133.8 7.822e-05 
        3635   -0.03325    0.09445     0.4829  109.4  78.29 -8.761e-06  2.489e-05         -0  6.966e-06  4.413e-06 -0.0001337    0.06054   0.001321   -0.06186  33.38      -33.95        90.52        151.8 8.998e-05 
        3636   -0.03763    0.08991     0.4854  112.7  78.65 -9.915e-06  2.369e-05         -0  7.456e-06  5.767e-06 -0.0001324    0.06022   0.001252   -0.06147  40.12      -9.368        127.5        165.1 0.0001044 
        3637   -0.03745    0.08158     0.4874  114.7  79.56 -9.868e-06   2.15e-05         -0  7.257e-06  9.797e-06 -0.0001325    0.06008   0.001062   -0.06114  13.36       4.863       -49.62        165.1 8.623e-05 
        3638   -0.03272    0.07761     0.4872  112.9  80.19 -8.621e-06  2.045e-05         -0  6.838e-06  1.052e-05 -0.0001335    0.06022  0.0009347   -0.06116  11.92      -43.15        -7.88          164 8.49e-05 
        3639   -0.03605    0.06945     0.4838  117.4  80.81   -9.5e-06   1.83e-05         -0  8.392e-06  1.348e-05 -0.0001342    0.06069  0.0008067   -0.06149  27.64      -33.69       -89.11          140 8.466e-05 
        3640   -0.03165    0.06524     0.4848  115.9  81.49  -8.34e-06  1.719e-05         -0   8.14e-06  1.356e-05 -0.0001341    0.06064  0.0006927   -0.06133  36.96      -128.5       -8.198        151.1 9.927e-05 
        3641   -0.03498    0.05757     0.4805  121.3  82.02 -9.218e-06  1.517e-05         -0  9.385e-06  1.583e-05 -0.0001347    0.06117  0.0005979   -0.06176  37.65      -116.9       -43.15        131.6 9.059e-05 
        3642   -0.03067    0.05352     0.4811  119.8  82.69 -8.082e-06   1.41e-05         -0  7.824e-06  1.718e-05 -0.0001345    0.06115  0.0005014   -0.06165  34.68      -54.68       -101.2        124.9 8.487e-05 
        3643    -0.0333    0.04692      0.475  125.4  83.09 -8.776e-06  1.236e-05         -0  8.661e-06  1.893e-05 -0.0001358     0.0619  0.0004362   -0.06234   30.5      -50.36       -80.49        116.7 7.523e-05 
        3644   -0.02844    0.04358      0.474  123.1  83.73 -7.495e-06  1.148e-05         -0  7.391e-06   1.99e-05  -0.000136    0.06209  0.0003568   -0.06244  33.64      -26.28       -98.38        111.3 7.541e-05 
        3645   -0.03056     0.0381     0.4672  128.7  84.03 -8.052e-06  1.004e-05         -0  7.966e-06  2.171e-05 -0.0001368    0.06293  0.0003142   -0.06324  47.44      -20.52       -128.4        84.96 7.765e-05 
        3646   -0.02569    0.03612     0.4637  125.4  84.54  -6.77e-06  9.518e-06         -0  6.825e-06  2.243e-05 -0.0001376    0.06346  0.0002589   -0.06372  56.47       18.76       -153.7        71.44 8.525e-05 
        3647    -0.0275    0.03166     0.4561    131  84.75 -7.247e-06  8.344e-06         -0  7.612e-06  2.289e-05 -0.0001396    0.06442  0.0002317   -0.06465  47.46       14.92       -115.4           78 7.003e-05 
        3648   -0.02254    0.03002     0.4525  126.9  85.26  -5.94e-06  7.911e-06         -0  7.053e-06  2.271e-05 -0.0001408    0.06497  0.0001857   -0.06515     49       18.81       -114.8        74.23 6.898e-05 
        3649   -0.02449     0.0246     0.4474  134.9  85.56 -6.453e-06  6.483e-06         -0   8.17e-06  2.222e-05 -0.0001424    0.06557  0.0001588   -0.06573  24.44       14.19       -61.58        101.7 5.987e-05 
        3650   -0.02002    0.02186     0.4458  132.5   86.2 -5.275e-06  5.761e-06         -0  8.116e-06  2.175e-05 -0.0001433    0.06583  0.0001158   -0.06594  15.32      -4.382       -47.85        107.9 5.904e-05 
        3651    -0.0223    0.01561     0.4423    145  86.48 -5.875e-06  4.113e-06         -0  9.054e-06   2.21e-05 -0.0001437    0.06618  9.759e-05   -0.06628  23.75      -3.152        -62.2        97.89 5.801e-05 
        3652   -0.01791    0.01262     0.4411  144.8  87.16 -4.719e-06  3.326e-06         -0  8.982e-06  2.184e-05 -0.0001442    0.06636  6.326e-05   -0.06643  18.48      -18.02       -50.99        102.7 5.806e-05 
        3653   -0.02035   0.006733     0.4372  161.7  87.19 -5.362e-06  1.774e-06         -0  9.806e-06  2.232e-05 -0.0001444    0.06678  6.052e-05   -0.06685  27.09      -16.71       -66.33        92.46 5.751e-05 
        3654   -0.01625     0.0036     0.4361  167.5  87.81 -4.282e-06  9.486e-07         -0  9.745e-06  2.212e-05 -0.0001448    0.06693   3.65e-05   -0.06696  23.64      -29.54        -55.4        96.39 5.752e-05 
        3655   -0.01884  -0.002183     0.4321  186.6  87.49 -4.965e-06 -5.753e-07          0  1.045e-05  2.237e-05  -0.000145    0.06734  4.741e-05   -0.06739  22.42      -29.19       -52.54        95.99 5.663e-05 
        3656   -0.01472  -0.005153     0.4308  199.3  87.93 -3.879e-06 -1.358e-06          0  9.963e-06  2.248e-05 -0.0001452    0.06752  3.205e-05   -0.06756  31.41      -3.235       -73.37        86.91 5.689e-05 
        3657   -0.01742   -0.01081     0.4266  211.8  87.25  -4.59e-06 -2.849e-06          0   1.07e-05  2.241e-05 -0.0001455    0.06795  5.538e-05   -0.06801   22.4       -3.98       -57.29           95 5.551e-05 
        3658   -0.01353   -0.01378     0.4252  225.5   87.4 -3.566e-06 -3.631e-06          0  1.062e-05  2.212e-05 -0.0001459    0.06813  4.915e-05   -0.06818  19.44       -10.2       -51.68        96.82 5.511e-05 
        3659    -0.0166   -0.01978     0.4217    230   86.5 -4.374e-06 -5.211e-06          0  1.134e-05  2.212e-05  -0.000146    0.06845  8.784e-05   -0.06853  19.85      -10.11       -52.06        95.79 5.475e-05 
        3660   -0.01292   -0.02291     0.4205  240.6  86.42 -3.404e-06 -6.038e-06          0  1.122e-05   2.19e-05 -0.0001462    0.06859  9.116e-05   -0.06868  18.08      -14.18       -48.05         96.7 5.445e-05 
        3661   -0.01626   -0.02882     0.4168  240.6  85.46 -4.286e-06 -7.594e-06          0  1.183e-05  2.196e-05 -0.0001462    0.06891  0.0001443   -0.06905   22.7      -13.95       -56.07        92.57 5.456e-05 
        3662   -0.01283   -0.03196     0.4155  248.1  85.26 -3.381e-06 -8.421e-06          0  1.175e-05  2.174e-05 -0.0001464    0.06906  0.0001562   -0.06921   21.6      -16.53       -53.22           93 5.421e-05 
        3663   -0.01626   -0.03791     0.4118  246.8  84.28 -4.285e-06 -9.989e-06          0  1.231e-05   2.15e-05 -0.0001464    0.06936  0.0002242   -0.06958  16.93       -16.6       -44.86        96.62 5.391e-05 
        3664   -0.01286   -0.04137     0.4112  252.7  83.98 -3.388e-06  -1.09e-05          0  1.238e-05  2.116e-05 -0.0001465    0.06939  0.0002473   -0.06964  14.49      -27.44       -33.92        98.88 5.404e-05 
        3665   -0.01599   -0.04744     0.4077  251.4     83 -4.213e-06  -1.25e-05          0  1.286e-05  2.128e-05 -0.0001463    0.06964  0.0003302   -0.06997  20.28      -27.36       -46.28        93.43 5.39e-05 
        3666   -0.01237   -0.05082     0.4068  256.3  82.67 -3.259e-06 -1.339e-05          0  1.271e-05  2.114e-05 -0.0001464    0.06973  0.0003604   -0.07009  23.14      -17.97        -55.2        91.59 5.422e-05 
        3667   -0.01526   -0.05687     0.4033    255  81.69 -4.022e-06 -1.499e-05          0  1.316e-05  2.071e-05 -0.0001464    0.06997  0.0004568   -0.07043  12.93      -17.67       -36.46        98.62 5.331e-05 
        3668   -0.01176    -0.0605     0.4029    259   81.3   -3.1e-06 -1.594e-05          0  1.318e-05  2.032e-05 -0.0001464    0.06996  0.0005005   -0.07046  11.96      -26.64       -27.79        99.97 5.356e-05 
        3669   -0.01483   -0.06686     0.4002  257.5  80.29 -3.908e-06 -1.762e-05          0  1.354e-05  2.022e-05 -0.0001462    0.07006  0.0006179   -0.07068  12.83      -26.61        -30.1        98.76 5.331e-05 
        3670   -0.01135   -0.07043     0.3996  260.8  79.88 -2.991e-06 -1.856e-05          0  1.325e-05   2.02e-05 -0.0001461    0.07008  0.0006706   -0.07075  16.54      -12.68       -44.11        97.16 5.373e-05 
        3671   -0.01417   -0.07675     0.3969  259.5  78.87 -3.733e-06 -2.022e-05          0   1.36e-05  1.991e-05 -0.0001459    0.07017  0.0008026   -0.07098  8.794      -12.05        -29.9        100.8 5.292e-05 
        3672    -0.0103   -0.08016     0.3957  262.7  78.46 -2.715e-06 -2.112e-05          0  1.322e-05  1.982e-05 -0.0001458    0.07027  0.0008606   -0.07113  19.32       6.036       -46.74        99.29 5.495e-05 
        3673   -0.01302    -0.0869     0.3943  261.5  77.44 -3.432e-06  -2.29e-05          0  1.358e-05  1.902e-05 -0.0001455    0.07015   0.001017   -0.07117  10.89       7.881       -3.362        113.8 5.708e-05 
        3674    -0.0091   -0.09036     0.3932  264.2  76.99 -2.398e-06 -2.381e-05          0   1.32e-05  1.908e-05 -0.0001453    0.07023   0.001087   -0.07132  21.31       31.92       -25.03        111.9 5.954e-05 
        3675   -0.01199   -0.09724     0.3921    263  75.97 -3.159e-06 -2.562e-05          0  1.368e-05  1.932e-05 -0.0001445    0.07003   0.001265    -0.0713  23.05       31.58       -34.75          109 5.935e-05 
        3676   -0.00809    -0.1004     0.3901  265.4  75.52 -2.132e-06 -2.647e-05          0  1.378e-05  1.933e-05 -0.0001445    0.07024   0.001338   -0.07157  19.78       26.04       -29.48        109.4 5.815e-05 
        3677   -0.00811    -0.1071     0.3878  265.7  74.52 -2.137e-06 -2.821e-05          0  1.435e-05  1.984e-05 -0.0001438    0.07027   0.001519   -0.07179  24.56       25.28       -47.53          104 5.857e-05 
        3678    -0.0118    -0.1102     0.3866  263.9     74  -3.11e-06 -2.904e-05          0  1.494e-05  2.037e-05 -0.0001431    0.07021   0.001618   -0.07183  26.42       5.448       -60.84        93.38 5.579e-05 
        3679   -0.01193     -0.116     0.3822  264.1  73.03 -3.144e-06 -3.058e-05          0  1.574e-05  2.094e-05 -0.0001424    0.07055   0.001793   -0.07234  34.22        4.41        -76.4        86.12 5.76e-05 
        3680  -0.008963    -0.1196      0.381  265.7  72.53 -2.362e-06 -3.151e-05          0  1.664e-05  2.016e-05 -0.0001423    0.07059   0.001894   -0.07248   19.7      -47.54        -17.7        95.17 5.392e-05 
        3681   -0.01232    -0.1252     0.3767  264.4  71.53 -3.246e-06 -3.299e-05          0  1.727e-05  2.116e-05 -0.0001413    0.07083   0.002086   -0.07291  33.03      -49.71       -57.09         78.5 5.453e-05 
        3682   -0.00919    -0.1288     0.3756  265.9  71.03 -2.422e-06 -3.394e-05          0  1.739e-05  2.112e-05 -0.0001409    0.07085   0.002197   -0.07305  34.93      -39.33       -68.63        77.14 5.525e-05 
        3683   -0.01198    -0.1343      0.371  264.9  70.03 -3.158e-06 -3.539e-05          0   1.75e-05  2.102e-05 -0.0001406    0.07114   0.002395   -0.07353  17.84      -36.05       -33.42        89.76 5.117e-05 
        3684  -0.008687     -0.138     0.3702  266.4  69.52 -2.289e-06 -3.636e-05          0  1.738e-05  2.112e-05 -0.0001402    0.07111   0.002519   -0.07363  22.77      -16.07       -53.34        87.13 5.171e-05 
        3685   -0.01121    -0.1435     0.3658  265.5  68.52 -2.955e-06 -3.782e-05          0   1.74e-05  2.137e-05 -0.0001396    0.07134   0.002731   -0.07407  29.24      -16.75       -63.67        80.99 5.219e-05 
        3686   -0.00766    -0.1469     0.3641    267     68 -2.018e-06 -3.872e-05          0  1.757e-05  2.106e-05 -0.0001393    0.07144   0.002852    -0.0743  26.81      -23.01       -58.36        82.69 5.19e-05 
        3687   -0.01034    -0.1526     0.3602  266.1     67 -2.724e-06  -4.02e-05          0  1.776e-05   2.06e-05 -0.0001389     0.0716    0.00308   -0.07468  16.69      -21.12       -40.73        88.93 5.003e-05 
        3688  -0.007233    -0.1564     0.3596  267.4  66.47 -1.906e-06 -4.121e-05          0  1.807e-05      2e-05 -0.0001387    0.07151   0.003229   -0.07474   14.7      -31.28        -29.8        89.98 4.991e-05 
        3689   -0.01016    -0.1623     0.3564  266.4  65.47 -2.678e-06 -4.277e-05          0  1.823e-05  1.988e-05  -0.000138    0.07152   0.003484   -0.07501  17.38      -31.75       -35.07        87.34 4.966e-05 
        3690  -0.007077    -0.1663      0.356  267.6  64.95 -1.865e-06 -4.381e-05          0  1.839e-05  1.951e-05 -0.0001377    0.07139   0.003648   -0.07504  17.33      -33.58       -32.95        87.25 4.956e-05 
        3691  -0.009727    -0.1723     0.3532  266.8  63.96 -2.563e-06 -4.541e-05          0  1.838e-05  1.927e-05  -0.000137    0.07133   0.003924   -0.07526  12.31      -32.12       -21.26        91.61 4.969e-05 
        3692  -0.006403    -0.1763      0.353  267.9  63.44 -1.687e-06 -4.646e-05          0  1.838e-05   1.92e-05 -0.0001365    0.07117   0.004101   -0.07527  12.22      -20.24       -32.11        90.18 4.892e-05 
        3693  -0.008643    -0.1821     0.3497  267.3  62.46 -2.278e-06 -4.799e-05          0  1.842e-05  1.963e-05 -0.0001356    0.07118   0.004381   -0.07557  23.12      -21.88        -49.5        81.91 4.909e-05 
        3694  -0.005283     -0.186      0.349  268.4  61.94 -1.392e-06 -4.901e-05          0  1.888e-05  1.922e-05  -0.000135    0.07108   0.004561   -0.07564  20.38      -39.65       -32.38        83.32 4.889e-05 
        3695  -0.007753    -0.1917     0.3455  267.7  60.96 -2.043e-06 -5.051e-05          0  1.891e-05  1.946e-05 -0.0001341    0.07111   0.004848   -0.07596  22.16      -40.09       -36.31        81.52 4.892e-05 
        3696   -0.00502    -0.1959     0.3457  268.5  60.45 -1.323e-06 -5.163e-05          0  1.933e-05  1.897e-05 -0.0001334    0.07084   0.005061    -0.0759  26.26      -57.16       -17.54        82.33 5.087e-05 
        3697  -0.005317    -0.2024      0.343  268.5  59.45 -1.401e-06 -5.333e-05          0  1.924e-05  1.953e-05 -0.0001322    0.07073     0.0054   -0.07613  33.93      -60.61       -41.17        72.34 5.148e-05 
        3698  -0.008257    -0.2045       0.34  267.7  58.95 -2.176e-06 -5.389e-05          0   1.87e-05  1.975e-05  -0.000132     0.0709    0.00552   -0.07642  21.82       -43.6       -31.56        82.36 4.919e-05 
        3699  -0.006373    -0.2118     0.3383  268.3  57.94 -1.679e-06  -5.58e-05          0  1.827e-05  1.998e-05 -0.0001308    0.07063   0.005914   -0.07654  21.45      -44.13        -31.1        83.99 4.992e-05 
        3700      -0.01    -0.2145     0.3365  267.3  57.46 -2.636e-06 -5.652e-05          0  1.739e-05  1.984e-05 -0.0001306    0.07057   0.006076   -0.07665  1.516      -11.07       -14.68          103 5.231e-05 
        3701   -0.00841    -0.2213      0.334  267.8  56.46 -2.216e-06 -5.831e-05          0  1.677e-05  2.123e-05 -0.0001289    0.07041    0.00646   -0.07687  27.87      -15.25       -59.27        77.34 4.931e-05 
        3702   -0.01252    -0.2244      0.333  266.8  55.98 -3.298e-06 -5.912e-05          0  1.571e-05  2.088e-05 -0.0001283    0.07022   0.006653   -0.07687  27.54       39.31       -35.36        107.3 5.981e-05 
        3703   -0.01323    -0.2299     0.3287  266.7  54.99 -3.485e-06 -6.058e-05          0  1.539e-05  2.272e-05 -0.0001263    0.07029   0.006986   -0.07728  52.88       32.43         -106        63.93 6.4e-05 
        3704  -0.009927    -0.2323     0.3254  267.6  54.45 -2.616e-06 -6.122e-05          0  1.584e-05  2.337e-05  -0.000126    0.07056   0.007124   -0.07768  25.75      -13.85       -55.77         75.5 4.744e-05 
        3705   -0.01291    -0.2369     0.3202  266.9  53.46 -3.401e-06 -6.243e-05          0  1.556e-05  2.427e-05 -0.0001247    0.07076   0.007418   -0.07818  41.11      -15.71       -77.17        59.21 4.926e-05 
        3706  -0.009883    -0.2398     0.3178  267.6  52.94 -2.604e-06 -6.318e-05          0  1.547e-05  2.467e-05 -0.0001241    0.07087   0.007586   -0.07845  37.09      -23.34       -68.38        60.94 4.726e-05 
        3707    -0.0102    -0.2445     0.3126  267.6  51.94 -2.688e-06 -6.444e-05          0  1.487e-05  2.508e-05 -0.0001232    0.07107   0.007893   -0.07897  33.46      -22.66       -62.99         63.6 4.617e-05 
        3708   -0.01344    -0.2465     0.3098  266.9  51.45 -3.541e-06 -6.494e-05          0  1.437e-05  2.507e-05  -0.000123    0.07119   0.008027   -0.07922  30.87      -17.41       -60.18        65.82 4.544e-05 
        3709   -0.01161    -0.2519     0.3053  267.4  50.45 -3.058e-06 -6.638e-05          0  1.371e-05  2.545e-05 -0.0001219    0.07127   0.008379   -0.07965  30.15      -17.41       -59.75        66.53 4.555e-05 
        3710   -0.01508    -0.2539     0.3027  266.6  49.96 -3.973e-06 -6.691e-05          0  1.315e-05  2.536e-05 -0.0001217    0.07134   0.008524   -0.07987  29.38       -15.2        -57.6        65.81 4.438e-05 
        3711   -0.01351    -0.2594     0.2984    267  48.95 -3.559e-06 -6.837e-05          0  1.247e-05  2.561e-05 -0.0001206    0.07138   0.008893   -0.08027  27.48       -15.2       -56.32        68.46 4.497e-05 
        3712   -0.01695    -0.2617      0.296  266.3  48.47 -4.466e-06 -6.895e-05          0  1.184e-05  2.543e-05 -0.0001204     0.0714   0.009059   -0.08045  25.01      -8.865       -52.71         69.8 4.396e-05 
        3713   -0.02288      0.286     0.3014  94.57  46.42  -6.03e-06  7.536e-05         -0  3.318e-06 -2.714e-05   -0.00011    0.07061    0.01084   -0.08146  34.81      -11.31        63.61        56.67 4.297e-05 
        3714   -0.02001      0.284     0.3044  94.03  46.92 -5.274e-06  7.483e-05         -0  3.303e-06 -2.729e-05 -0.0001103    0.07052    0.01068   -0.08119  36.61      -14.45        66.01        55.67 4.377e-05 
        3715   -0.02003     0.2795     0.3097   94.1  47.86 -5.278e-06  7.365e-05         -0   3.46e-06 -2.743e-05 -0.0001111    0.07038    0.01035   -0.08073  36.82      -14.58        66.91        55.99 4.423e-05 
        3716   -0.02302     0.2771     0.3121  94.75   48.3 -6.066e-06  7.302e-05         -0  3.659e-06 -2.751e-05 -0.0001114    0.07033    0.01019   -0.08052   38.8       -9.55        70.04        53.67 4.438e-05 
        3717   -0.02334     0.2737     0.3181  94.87  49.19 -6.149e-06  7.211e-05         -0  3.689e-06 -2.747e-05 -0.0001118       0.07   0.009939   -0.07994  54.62      -8.164        85.65        33.82 4.622e-05 
        3718   -0.02048     0.2719     0.3214  94.31  49.69 -5.396e-06  7.166e-05         -0  3.229e-06 -2.721e-05 -0.0001124    0.06983   0.009799   -0.07962  45.15       11.16        79.58        49.61 4.722e-05 
        3719   -0.02292     0.2677     0.3267  94.89  50.56 -6.039e-06  7.055e-05         -0  3.569e-06  -2.66e-05 -0.0001137    0.06962   0.009512   -0.07913  27.78        8.96        60.04        71.51 4.69e-05 
        3720   -0.01946     0.2649     0.3292   94.2   51.1 -5.127e-06  6.981e-05         -0  3.484e-06 -2.685e-05 -0.0001141    0.06964   0.009297   -0.07894  32.52      -3.503        65.81        64.05 4.595e-05 
        3721   -0.02151     0.2614     0.3348  94.71  51.93 -5.669e-06  6.888e-05         -0  3.741e-06 -2.678e-05 -0.0001143    0.06932   0.009063   -0.07838  57.39     -0.6864         88.1        31.06 4.671e-05 
        3722   -0.01816     0.2592     0.3378  94.01  52.43 -4.786e-06  6.831e-05         -0  3.091e-06 -2.653e-05  -0.000115    0.06921   0.008898   -0.07811  46.12       30.66        74.84        51.96 4.806e-05 
        3723   -0.02053     0.2558     0.3436  94.59  53.24  -5.41e-06  6.741e-05         -0  3.534e-06 -2.577e-05 -0.0001159    0.06885   0.008677   -0.07752  41.79       30.31        71.03        59.74 4.882e-05 
        3724   -0.01726     0.2534     0.3464   93.9  53.75 -4.549e-06  6.676e-05         -0  3.694e-06 -2.592e-05 -0.0001162    0.06878   0.008496   -0.07727  52.47       1.701        87.05        40.64 4.804e-05 
        3725   -0.01943     0.2493     0.3517  94.46  54.58 -5.121e-06  6.569e-05         -0  4.351e-06  -2.49e-05 -0.0001177    0.06851   0.008238   -0.07675  28.21      -1.068        62.65        74.32 4.861e-05 
        3726   -0.01574     0.2466     0.3543  93.65   55.1 -4.148e-06  6.499e-05         -0  4.213e-06 -2.499e-05 -0.0001182    0.06848   0.008046   -0.07652  31.03      -7.447        66.31        71.28 4.882e-05 
        3727   -0.01783     0.2423     0.3594  94.21  55.94 -4.699e-06  6.386e-05         -0  4.699e-06 -2.472e-05 -0.0001187    0.06823   0.007779   -0.07601  48.55        -5.4         84.4        48.01 4.862e-05 
        3728   -0.01417       0.24     0.3623  93.38  56.43 -3.734e-06  6.325e-05         -0    4.1e-06 -2.449e-05 -0.0001193    0.06812   0.007618   -0.07574  39.49       17.48        76.68        65.57 5.12e-05 
        3729   -0.01653     0.2353     0.3673  94.02  57.29 -4.356e-06  6.201e-05         -0  4.564e-06  -2.38e-05 -0.0001204    0.06791   0.007333   -0.07525  28.49        16.5        65.37         84.9 5.421e-05 
        3730   -0.01295     0.2322     0.3697  93.19  57.82 -3.412e-06   6.12e-05         -0  4.538e-06 -2.404e-05 -0.0001207    0.06792   0.007129   -0.07505  34.35     -0.6101        73.81        72.34 5.168e-05 
        3731   -0.01584     0.2286     0.3753  93.97  58.59 -4.175e-06  6.023e-05         -0  4.963e-06 -2.369e-05 -0.0001208    0.06753   0.006917   -0.07445  56.78       1.933        93.87        38.33 5.07e-05 
        3732   -0.01259     0.2269     0.3786  93.18  59.03 -3.317e-06  5.979e-05         -0  4.607e-06 -2.329e-05 -0.0001211    0.06729   0.006803    -0.0741  53.51       8.968        92.71        45.28 5.178e-05 
        3733   -0.01554     0.2232     0.3842  93.98  59.78 -4.094e-06  5.882e-05         -0  5.074e-06 -2.196e-05 -0.0001223    0.06689   0.006597   -0.07349  35.94       5.714        73.11        71.35 5.116e-05 
        3734   -0.01193     0.2202     0.3866   93.1   60.3 -3.144e-06  5.802e-05         -0  4.719e-06 -2.179e-05  -0.000123    0.06686   0.006407   -0.07327   33.1       13.44        69.82        78.03 5.278e-05 
        3735   -0.01466     0.2153     0.3911   93.9  61.11 -3.864e-06  5.673e-05         -0  5.377e-06 -2.106e-05  -0.000124    0.06668   0.006134   -0.07281  28.53       12.29           62         83.2 5.224e-05 
        3736   -0.01115     0.2125     0.3934     93  61.59 -2.939e-06  5.599e-05         -0  5.471e-06 -2.125e-05 -0.0001241    0.06663   0.005966    -0.0726  37.52        -6.4        71.05        65.64 4.847e-05 
        3737   -0.01119     0.2091     0.3994  93.06  62.33 -2.948e-06  5.511e-05         -0  5.838e-06 -2.064e-05  -0.000124    0.06615   0.005779   -0.07193  63.01      -3.877        105.5        33.23 5.534e-05 
        3738   -0.01456     0.2071     0.4019  94.02  62.68 -3.836e-06  5.457e-05         -0  6.751e-06 -1.974e-05 -0.0001246    0.06595   0.005679   -0.07163   48.8      -41.94        80.99        56.59 5.367e-05 
