#Data: SHAPE_SFM_49k_v20180804.dat
#Number of Polygons: 49152
#Rotational Period: 3.4 [h] , Density: 1200 [kg/m^3] 
#Unit: Polygon center coordinate in km, and SI units for other values.49152
#PlateID  center_x   center_y   center_z   lon    lat    CRefAccx   CRefAccy   CRefAccz   attract_x  attract_y  attract_z  Gpotential Rpotential Tpotential GeopotentialSlope  normal_x    normal_y    normal_z   area   
       17599    -0.4323     0.2547    0.01353  149.5  1.545 -0.0001139  6.712e-05         -0  9.683e-06  2.254e-06  7.428e-06    0.06235    0.03317   -0.09552  27.64      -126.5        32.41       -54.22 7.071e-05 
       17600    -0.4299      0.258    0.00963    149    1.1 -0.0001133  6.799e-05         -0  9.874e-06  2.307e-06  9.079e-06     0.0624    0.03313   -0.09552  30.52      -124.9        28.19       -47.86 6.836e-05 
       17601    -0.4281     0.2526    0.00334  149.5  0.385 -0.0001128  6.656e-05         -0  1.142e-05  2.062e-06  1.261e-05     0.0629    0.03256   -0.09546  25.14      -116.9        24.13       -65.72 6.813e-05 
       17602    -0.4257     0.2557 -0.0003167    149 -0.03654 -0.0001122  6.739e-05         -0  1.156e-05  1.957e-06  1.412e-05    0.06295    0.03249   -0.09545  28.83        -119        18.62       -56.83 6.66e-05 
       17603    -0.4238     0.2501   -0.00648  149.5 -0.7544 -0.0001117  6.591e-05         -0   1.31e-05  1.514e-06  1.703e-05    0.06345    0.03191   -0.09536  32.48      -123.4        20.16       -50.92 6.752e-05 
       17604    -0.4217     0.2532   -0.01019    149 -1.186 -0.0001111  6.673e-05         -0  1.289e-05  1.345e-06  1.867e-05    0.06345    0.03188   -0.09533  33.91      -119.3        21.67        -52.8 6.612e-05 
       17605    -0.4197     0.2476   -0.01621  149.5 -1.906 -0.0001106  6.526e-05         -0  1.421e-05  8.196e-07  2.166e-05    0.06394    0.03129   -0.09523  29.58      -112.6        19.34       -62.28 6.506e-05 
       17606    -0.4173     0.2507   -0.01959    149 -2.304   -0.00011  6.606e-05         -0  1.405e-05  5.502e-07   2.32e-05    0.06397    0.03122   -0.09519  30.47      -106.1        19.77       -61.35 6.209e-05 
       17607    -0.4141     0.2487   -0.02546    149 -3.017 -0.0001091  6.553e-05         -0  1.493e-05 -5.997e-08  2.589e-05    0.06435    0.03074   -0.09509  29.57      -100.9         18.5       -62.21 5.997e-05 
       17608    -0.4136     0.2439   -0.02821  149.5 -3.362  -0.000109  6.426e-05         -0  1.587e-05 -4.246e-07  2.704e-05    0.06466    0.03037   -0.09503  32.43      -102.8        25.99       -57.18 6.024e-05 
       17609    -0.4106      0.242    -0.0342  149.5 -4.104 -0.0001082  6.376e-05         -0  1.658e-05 -9.479e-07  2.957e-05    0.06498    0.02993   -0.09491  31.78        -101        25.44       -59.47 5.995e-05 
       17610    -0.4081     0.2448   -0.03726    149 -4.476 -0.0001075  6.451e-05         -0  1.649e-05 -1.248e-06  3.076e-05    0.06501    0.02984   -0.09485  32.85      -98.99        24.57       -57.71 5.859e-05 
       17611    -0.4069     0.2399   -0.04322  149.5 -5.228 -0.0001072  6.323e-05         -0   1.73e-05 -1.407e-06  3.277e-05     0.0653     0.0294   -0.09469  48.72      -103.5        26.51       -26.37 5.501e-05 
       17612    -0.4055     0.2434   -0.04703    149 -5.679 -0.0001069  6.414e-05         -0  1.642e-05 -1.229e-06  3.396e-05    0.06511    0.02948   -0.09458  58.28      -126.8        18.04       -13.27 6.438e-05 
       17613    -0.4032     0.2384    -0.0521  149.4 -6.346 -0.0001063  6.281e-05         -0  1.678e-05 -1.163e-06  3.755e-05    0.06554    0.02891   -0.09445  15.82      -75.81       -5.152       -92.37 5.98e-05 
       17614    -0.4005     0.2411   -0.05542    149 -6.761 -0.0001055  6.353e-05         -0   1.65e-05 -1.292e-06  3.893e-05    0.06557    0.02879   -0.09436  32.94      -101.1       -20.83       -73.28 6.329e-05 
       17615    -0.3964      0.235   -0.05911  149.3  -7.31 -0.0001045  6.192e-05         -0  1.825e-05  -2.35e-06  4.126e-05    0.06632    0.02798    -0.0943  30.58       -95.2       -21.79       -75.49 6.172e-05 
       17616     -0.393     0.2371   -0.06165  148.9 -7.651 -0.0001035  6.248e-05         -0   1.78e-05 -3.229e-06  4.293e-05    0.06649    0.02775   -0.09424  3.327      -41.88        8.689       -120.4 6.387e-05 
       17617    -0.3891     0.2312    -0.0655  149.3 -8.236 -0.0001025  6.093e-05         -0  2.018e-05 -4.852e-06  4.404e-05    0.06719    0.02699   -0.09417  28.54      -87.13         28.4       -67.45 5.689e-05 
       17618    -0.3857     0.2337   -0.06825  148.8 -8.607 -0.0001016  6.157e-05         -0  2.021e-05 -5.418e-06  4.521e-05    0.06732    0.02679   -0.09411  23.45      -74.44        35.01       -75.19 5.572e-05 
       17619    -0.3816     0.2316   -0.07343  148.8 -9.341 -0.0001006  6.102e-05         -0  2.114e-05 -6.331e-06  4.698e-05    0.06771    0.02626   -0.09397  25.46      -76.26         35.8       -70.33 5.487e-05 
       17620    -0.3813     0.2273    -0.0762  149.2  -9.74 -0.0001005  5.989e-05         -0  2.174e-05  -6.78e-06  4.777e-05    0.06791    0.02596   -0.09387  27.22      -76.96        40.07       -67.72 5.503e-05 
       17621    -0.3761     0.2284   -0.08146  148.7 -10.49  -9.91e-05  6.018e-05         -0  2.231e-05  -7.49e-06  4.963e-05    0.06821    0.02551   -0.09372  27.19      -75.18        39.14       -66.12 5.375e-05 
       17622    -0.3758     0.2242   -0.08446  149.2 -10.92 -9.904e-05  5.907e-05         -0  2.279e-05 -7.887e-06  5.048e-05    0.06838    0.02523   -0.09361  29.56      -77.47        44.95       -64.28 5.512e-05 
       17623    -0.3709     0.2253   -0.08988  148.7  -11.7 -9.774e-05  5.936e-05         -0  2.332e-05 -8.439e-06  5.225e-05    0.06862    0.02481   -0.09343  31.96      -78.54        44.97       -59.31 5.41e-05 
       17624    -0.3707     0.2212   -0.09303  149.2 -12.16 -9.769e-05  5.828e-05         -0  2.371e-05  -8.63e-06  5.325e-05    0.06876    0.02455   -0.09331  29.65      -77.39        40.25       -61.85 5.347e-05 
       17625    -0.3658     0.2223   -0.09839  148.7 -12.94 -9.639e-05  5.859e-05         -0  2.418e-05 -9.076e-06  5.502e-05    0.06898    0.02414   -0.09313  29.52      -76.67        39.93       -61.96 5.318e-05 
       17626    -0.3654     0.2182    -0.1015  149.2 -13.41 -9.629e-05  5.751e-05         -0  2.459e-05 -9.274e-06  5.597e-05    0.06913    0.02387     -0.093  29.86      -77.16        40.81       -61.82 5.348e-05 
       17627    -0.3607     0.2192    -0.1068  148.7  -14.2 -9.505e-05  5.776e-05         -0  2.507e-05 -9.664e-06  5.762e-05    0.06933    0.02347    -0.0928  30.76      -74.64        39.29       -57.98 5.118e-05 
       17628    -0.3605     0.2148      -0.11  149.2 -14.69   -9.5e-05  5.662e-05         -0  2.545e-05 -9.791e-06  5.859e-05    0.06946    0.02321   -0.09267  30.43      -75.15        38.86        -58.9 5.155e-05 
       17629    -0.3559     0.2161    -0.1153  148.7 -15.48 -9.379e-05  5.694e-05         -0  2.588e-05 -1.007e-05  6.015e-05    0.06962    0.02284   -0.09246   32.9      -76.85        39.12       -54.95 5.113e-05 
       17630    -0.3552     0.2123    -0.1184  149.1 -15.97 -9.361e-05  5.594e-05         -0  2.623e-05 -1.009e-05  6.122e-05    0.06976    0.02256   -0.09233  27.81      -75.91        30.11       -62.73 5.149e-05 
       17631    -0.3506     0.2138    -0.1237  148.6 -16.76 -9.239e-05  5.634e-05         -0  2.665e-05 -1.026e-05   6.27e-05    0.06989    0.02222   -0.09211  32.12      -77.57           30       -54.82 4.98e-05 
       17632    -0.3497     0.2096    -0.1266  149.1 -17.25 -9.216e-05  5.524e-05         -0  2.705e-05 -1.033e-05  6.376e-05    0.07008     0.0219   -0.09199  27.73      -77.43        20.79       -62.75 5.09e-05 
       17633    -0.3451     0.2109    -0.1318  148.6 -18.05 -9.095e-05  5.558e-05         -0  2.744e-05 -1.046e-05  6.525e-05    0.07021    0.02155   -0.09177  27.12      -75.44        20.34       -62.94 5.017e-05 
       17634     -0.344     0.2068    -0.1347    149 -18.55 -9.065e-05  5.449e-05         -0  2.789e-05 -1.082e-05   6.61e-05    0.07042    0.02123   -0.09165  29.14      -75.65        24.81       -59.05 4.956e-05 
       17635    -0.3399     0.2081    -0.1402  148.5 -19.38 -8.957e-05  5.484e-05         -0  2.827e-05 -1.092e-05  6.735e-05    0.07046    0.02093   -0.09139   36.9      -81.65         25.3        -47.3 4.885e-05 
       17636    -0.3391      0.204    -0.1434    149 -19.92 -8.935e-05  5.375e-05         -0   2.86e-05 -1.115e-05  6.827e-05    0.07061    0.02063   -0.09124  34.49      -81.03        19.62       -51.33 4.895e-05 
       17637    -0.3353     0.2054    -0.1491  148.5 -20.76 -8.836e-05  5.413e-05         -0  2.873e-05 -1.127e-05  6.963e-05    0.07056    0.02038   -0.09094  37.23      -82.65        19.66       -47.48 4.866e-05 
       17638    -0.3347     0.2017    -0.1525  148.9 -21.32 -8.819e-05  5.315e-05         -0  2.899e-05  -1.16e-05  7.041e-05    0.07064    0.02012   -0.09076  42.68      -84.85        30.96       -39.12 4.921e-05 
       17639    -0.3311     0.2033    -0.1582  148.4 -22.15 -8.724e-05  5.357e-05         -0  2.887e-05 -1.171e-05  7.193e-05    0.07056    0.01988   -0.09044  36.85      -75.81        29.51       -46.47 4.684e-05 
       17640    -0.3307     0.1996    -0.1618  148.9 -22.73 -8.713e-05  5.259e-05         -0  2.904e-05 -1.181e-05  7.279e-05    0.07058    0.01965   -0.09023  42.23       -76.3        38.47       -39.06 4.698e-05 
       17641    -0.3275     0.2013    -0.1678  148.4 -23.57 -8.631e-05  5.305e-05         -0  2.888e-05 -1.168e-05  7.391e-05    0.07039    0.01948   -0.08987  53.09      -86.36        38.37       -23.69 4.871e-05 
       17642    -0.3276     0.1981    -0.1718  148.8 -24.17 -8.633e-05  5.219e-05         -0  2.877e-05 -1.116e-05  7.516e-05    0.07029    0.01931    -0.0896  49.56       -82.4        29.62       -28.66 4.607e-05 
       17643    -0.3243     0.1998    -0.1775  148.4 -24.98 -8.546e-05  5.265e-05         -0   2.82e-05 -1.088e-05  7.701e-05    0.07013    0.01912   -0.08925  39.48      -70.64        28.71       -42.44 4.363e-05 
       17644    -0.3233     0.1962    -0.1808  148.7 -25.55 -8.519e-05  5.171e-05         -0  2.824e-05 -1.043e-05  7.856e-05    0.07021    0.01885   -0.08905  34.09      -70.71        19.05        -51.4 4.473e-05 
       17645    -0.3185     0.1969    -0.1852  148.3 -26.31 -8.394e-05   5.19e-05         -0    2.8e-05 -1.054e-05  8.065e-05    0.07035    0.01848   -0.08883   15.8      -48.18        18.38       -70.56 4.37e-05 
       17646    -0.3166     0.1926    -0.1879  148.7 -26.89 -8.343e-05  5.075e-05         -0  2.854e-05 -1.071e-05  8.184e-05    0.07062    0.01809   -0.08871  18.35      -50.39        23.78       -69.69 4.461e-05 
       17647    -0.3118      0.193    -0.1922  148.2 -27.66 -8.216e-05  5.086e-05         -0  2.903e-05 -1.105e-05  8.296e-05    0.07077    0.01772   -0.08849  31.72      -65.19        22.85        -53.5 4.369e-05 
       17648    -0.3108     0.1893    -0.1958  148.7 -28.29 -8.189e-05  4.987e-05         -0  2.926e-05 -1.121e-05  8.384e-05    0.07082    0.01744   -0.08826  39.16      -65.89        34.57       -43.88 4.319e-05 
       17649    -0.3063     0.1905    -0.2006  148.1 -29.08 -8.072e-05   5.02e-05         -0  2.915e-05 -1.131e-05  8.531e-05    0.07083    0.01715   -0.08797  32.65      -60.43        36.39       -54.44 4.455e-05 
       17650    -0.3046     0.1871    -0.2039  148.4  -29.7 -8.026e-05   4.93e-05         -0  2.934e-05 -1.111e-05  8.653e-05    0.07095    0.01684   -0.08778  21.49      -56.42        19.64       -67.75 4.516e-05 
       17651    -0.3001     0.1879    -0.2084  147.9 -30.48 -7.907e-05  4.952e-05         -0  2.971e-05 -1.117e-05  8.751e-05    0.07099    0.01652   -0.08751  35.79      -64.67        16.19       -45.74 4.042e-05 
       17652    -0.2988     0.1839    -0.2119  148.4 -31.13 -7.874e-05  4.846e-05         -0  2.994e-05 -1.126e-05  8.843e-05    0.07106    0.01622   -0.08728  38.25      -65.01        21.16       -42.53 4.026e-05 
       17653     -0.295     0.1846     -0.217    148 -31.94 -7.774e-05  4.865e-05         -0  2.984e-05 -1.126e-05  8.968e-05    0.07098    0.01596   -0.08694  34.58      -63.53        22.62       -48.71 4.159e-05 
       17654    -0.2937     0.1812    -0.2207  148.3  -32.6  -7.74e-05  4.775e-05         -0  2.993e-05 -1.128e-05  9.061e-05    0.07099    0.01569   -0.08668  39.17      -64.24        29.46       -43.21 4.142e-05 
       17655    -0.2898     0.1824    -0.2257  147.8  -33.4 -7.636e-05  4.808e-05         -0  2.982e-05 -1.117e-05  9.177e-05    0.07088    0.01545   -0.08633  39.65         -64        29.24       -42.74 4.116e-05 
       17656    -0.2886     0.1793    -0.2297  148.2 -34.06 -7.605e-05  4.724e-05         -0  2.976e-05 -1.093e-05  9.285e-05    0.07082    0.01521   -0.08603  40.13      -63.36        29.18       -42.08 4.073e-05 
       17657    -0.2848     0.1803    -0.2347  147.7 -34.85 -7.504e-05  4.751e-05         -0  2.955e-05 -1.069e-05  9.408e-05     0.0707    0.01497   -0.08567   40.1      -59.53         27.7       -40.28 3.851e-05 
       17658    -0.2836     0.1768    -0.2382  148.1 -35.48 -7.473e-05  4.659e-05         -0  2.949e-05 -1.037e-05   9.52e-05    0.07069    0.01472   -0.08541  35.01      -53.83        17.66        -42.4 3.538e-05 
       17659    -0.2807     0.1777    -0.2437  147.7 -36.26 -7.398e-05  4.681e-05         -0  2.907e-05 -1.003e-05  9.603e-05    0.07041    0.01454   -0.08496  57.78      -77.03        16.61       -20.54 4.072e-05 
       17660    -0.2804     0.1742    -0.2478  148.1 -36.88  -7.39e-05  4.591e-05         -0  2.848e-05 -9.643e-06  9.717e-05    0.07025    0.01436   -0.08461  58.84       -78.2        18.14        -20.1 4.138e-05 
       17661    -0.2763     0.1745    -0.2525  147.7 -37.69 -7.282e-05  4.599e-05         -0  2.707e-05 -9.487e-06   9.99e-05    0.07018    0.01407   -0.08425  13.27      -35.63        20.93       -75.63 4.309e-05 
       17662    -0.2737     0.1704    -0.2546  148.1 -38.29 -7.212e-05  4.491e-05         -0  2.732e-05 -9.494e-06  0.0001014    0.07046     0.0137   -0.08416  8.254      -33.53        11.28       -78.82 4.32e-05 
       17663    -0.2681     0.1704    -0.2584  147.6 -39.12 -7.066e-05   4.49e-05         -0  2.773e-05 -9.766e-06  0.0001027    0.07062     0.0133   -0.08392  31.52      -57.38        11.39       -54.04 3.982e-05 
       17664    -0.2663     0.1666    -0.2613    148 -39.75 -7.018e-05  4.391e-05         -0  2.778e-05 -9.965e-06  0.0001037    0.07071      0.013   -0.08371  33.17      -57.13        15.04       -51.39 3.915e-05 
       17665    -0.2787     0.1769     0.2758  147.6  39.89 -7.343e-05  4.661e-05         -0  1.837e-05 -5.504e-06 -0.0001075    0.06868    0.01435   -0.08304  29.65      -41.54        25.85        59.75 3.861e-05 
       17666    -0.2807     0.1803     0.2729  147.3  39.29 -7.396e-05  4.751e-05         -0  1.834e-05 -5.968e-06 -0.0001063    0.06864    0.01466    -0.0833  30.95      -42.24        28.24        58.99 3.893e-05 
       17667    -0.2864     0.1799     0.2692  147.9  38.51 -7.546e-05   4.74e-05         -0  1.818e-05 -6.138e-06 -0.0001049    0.06852    0.01507   -0.08359  29.05       -40.8        28.85        62.02 3.982e-05 
       17668    -0.2881     0.1832     0.2659  147.6  37.91 -7.593e-05  4.827e-05         -0  1.836e-05 -6.815e-06 -0.0001035    0.06852    0.01536   -0.08388  38.66      -43.36        42.77        54.38 4.082e-05 
       17669    -0.2936      0.182     0.2617  148.2  37.15 -7.737e-05  4.795e-05         -0  1.855e-05 -7.072e-06 -0.0001019    0.06849    0.01572   -0.08421  44.71      -53.23         43.7        48.11 4.2e-05 
       17670    -0.2952     0.1846     0.2581    148  36.55 -7.778e-05  4.864e-05         -0   1.88e-05 -7.479e-06 -0.0001008    0.06856    0.01597   -0.08453   38.1      -52.07        36.41        55.07 4.204e-05 
       17671    -0.3004     0.1828     0.2537  148.7   35.8 -7.917e-05  4.817e-05         -0  1.895e-05 -7.788e-06 -9.933e-05    0.06859     0.0163   -0.08489  43.84      -58.73        35.61         47.5 4.175e-05 
       17672    -0.3015     0.1854     0.2497  148.4   35.2 -7.946e-05  4.885e-05         -0  1.925e-05 -8.431e-06 -9.801e-05    0.06873    0.01651   -0.08523  50.69      -61.01        45.56        39.75 4.295e-05 
       17673    -0.3062     0.1839     0.2448    149  34.43 -8.068e-05  4.845e-05         -0  1.918e-05 -8.864e-06 -9.681e-05    0.06883    0.01681   -0.08564  47.39      -55.91        44.71        42.53 4.163e-05 
       17674    -0.3069     0.1868     0.2407  148.7  33.82 -8.087e-05  4.923e-05         -0  1.941e-05 -9.294e-06 -9.568e-05    0.06899    0.01701   -0.08599  47.79      -56.52        46.24        42.07 4.214e-05 
       17675    -0.3115     0.1858     0.2359  149.2  33.03 -8.208e-05  4.896e-05         -0  1.916e-05 -9.597e-06 -9.451e-05    0.06904    0.01733   -0.08637  45.99      -55.15        46.84        44.63 4.251e-05 
       17676    -0.3123     0.1889     0.2319  148.8  32.43  -8.23e-05  4.979e-05         -0  1.925e-05  -9.79e-06 -9.354e-05    0.06914    0.01755    -0.0867  41.95      -55.45        42.21        49.36 4.27e-05 
       17677    -0.3173     0.1883     0.2275  149.3  31.66 -8.361e-05  4.962e-05         -0   1.87e-05  -9.94e-06 -9.247e-05    0.06908    0.01794   -0.08702  36.48      -48.87        42.25        56.21 4.282e-05 
       17678     -0.318     0.1915     0.2236  148.9  31.06 -8.379e-05  5.046e-05         -0  1.873e-05 -1.035e-05 -9.128e-05    0.06918    0.01815   -0.08734   48.5      -49.85        58.63        43.19 4.412e-05 
       17679    -0.3231     0.1908     0.2192  149.4  30.29 -8.514e-05  5.027e-05         -0  1.818e-05 -1.034e-05 -9.019e-05     0.0691    0.01855   -0.08765  45.43      -46.76        60.07        48.84 4.522e-05 
       17680    -0.3237     0.1938     0.2152  149.1   29.7  -8.53e-05  5.108e-05         -0  1.815e-05 -1.033e-05 -8.937e-05    0.06921    0.01876   -0.08796  40.71      -46.81        54.77        54.48 4.516e-05 
       17681    -0.3296     0.1935     0.2116  149.6  28.97 -8.686e-05    5.1e-05         -0  1.719e-05 -1.005e-05 -8.845e-05    0.06893    0.01925   -0.08818   32.2      -33.26        53.62        67.74 4.629e-05 
       17682    -0.3304     0.1969     0.2078  149.2  28.39 -8.705e-05  5.188e-05         -0   1.71e-05 -1.022e-05 -8.734e-05    0.06897    0.01949   -0.08846  43.65      -35.55        70.03        56.76 4.845e-05 
       17683    -0.3364     0.1969     0.2044  149.7  27.68 -8.864e-05  5.189e-05         -0  1.628e-05 -9.851e-06 -8.618e-05    0.06864    0.02002   -0.08866  41.33      -30.41        68.86        60.79 4.838e-05 
       17684    -0.3368     0.2003     0.2005  149.3  27.09 -8.876e-05  5.279e-05         -0  1.622e-05 -9.813e-06 -8.523e-05    0.06872    0.02024   -0.08895  39.14      -30.01        65.56        62.61 4.775e-05 
       17685    -0.3433     0.2007     0.1976  149.7  26.42 -9.046e-05  5.288e-05         -0  1.526e-05 -9.236e-06 -8.403e-05    0.06826    0.02083   -0.08909  35.88      -22.73        65.44        70.62 4.947e-05 
       17686    -0.3439     0.2041     0.1938  149.3  25.85 -9.061e-05  5.378e-05         -0  1.529e-05 -9.274e-06 -8.287e-05    0.06831    0.02107   -0.08937  43.41      -24.91        79.08        64.71 5.259e-05 
       17687    -0.3501     0.2039     0.1903  149.8  25.16 -9.226e-05  5.373e-05         -0  1.501e-05 -8.807e-06 -8.114e-05    0.06793    0.02163   -0.08956  51.71         -43        84.55        51.17 5.389e-05 
       17688    -0.3506     0.2073     0.1865  149.4   24.6  -9.24e-05  5.464e-05         -0  1.509e-05 -8.148e-06 -8.047e-05    0.06797    0.02186   -0.08984  27.81       -38.2        49.41        78.69 5.023e-05 
       17689    -0.3571     0.2071     0.1831  149.9  23.93 -9.409e-05  5.458e-05         -0  1.464e-05 -7.611e-06 -7.881e-05    0.06756    0.02245   -0.09001  31.69       -44.5        51.19        74.15 5.025e-05 
       17690    -0.3582     0.2112     0.1803  149.5  23.44 -9.439e-05  5.566e-05         -0  1.446e-05 -6.969e-06  -7.79e-05     0.0674    0.02278   -0.09018  21.73      -41.82        35.44        84.99 5.057e-05 
       17691    -0.3646     0.2109     0.1769    150  22.78 -9.607e-05  5.556e-05         -0  1.413e-05 -6.587e-06 -7.589e-05    0.06699    0.02337   -0.09036  27.51         -51        38.31        79.38 5.092e-05 
       17692    -0.3658     0.2151     0.1742  149.5  22.31  -9.64e-05  5.668e-05         -0  1.399e-05 -6.214e-06 -7.464e-05    0.06679    0.02373   -0.09052  25.48      -51.56        35.58        83.76 5.229e-05 
       17693    -0.3716     0.2145       0.17    150  21.61 -9.793e-05  5.653e-05         -0  1.406e-05 -6.066e-06 -7.218e-05    0.06649    0.02426   -0.09075  35.76      -65.76        38.96        69.75 5.174e-05 
       17694    -0.3723     0.2187     0.1667  149.6  21.11 -9.809e-05  5.763e-05         -0   1.42e-05 -6.032e-06 -7.062e-05    0.06639    0.02456   -0.09095  39.93      -67.02        47.37        64.33 5.214e-05 
       17695    -0.3772     0.2176     0.1615    150  20.35  -9.94e-05  5.733e-05         -0  1.452e-05 -6.117e-06 -6.804e-05    0.06626    0.02498   -0.09124  47.49      -78.13        50.09        52.94 5.342e-05 
       17696    -0.3773     0.2212     0.1577  149.6  19.82 -9.943e-05  5.829e-05         -0  1.484e-05 -6.102e-06 -6.651e-05    0.06627    0.02521   -0.09148  48.99       -79.7         54.4        50.86 5.454e-05 
       17697    -0.3818     0.2195      0.152  150.1  19.04 -0.0001006  5.784e-05         -0  1.503e-05 -6.242e-06 -6.419e-05    0.06624    0.02555   -0.09179  52.04      -83.27        54.55        44.35 5.449e-05 
       17698    -0.3816     0.2231      0.148  149.7  18.51 -0.0001006  5.879e-05         -0  1.522e-05 -6.114e-06 -6.291e-05    0.06628    0.02575   -0.09202  50.44       -84.2        53.06        46.88 5.5e-05 
       17699    -0.3864     0.2216     0.1427  150.2  17.76 -0.0001018  5.839e-05         -0  1.476e-05     -6e-06 -6.123e-05    0.06615    0.02615   -0.09229  39.69      -71.94        51.23        64.68 5.473e-05 
       17700    -0.3869     0.2256     0.1392  149.8  17.27 -0.0001019  5.945e-05         -0  1.457e-05   -5.7e-06 -6.009e-05    0.06605    0.02643   -0.09247  37.79      -71.59        47.95        67.45 5.471e-05 
       17701    -0.3923     0.2245     0.1344  150.2  16.56 -0.0001034  5.916e-05         -0  1.391e-05 -5.381e-06 -5.824e-05    0.06577    0.02692   -0.09269  36.04      -69.27        47.51        70.69 5.489e-05 
       17702    -0.3928     0.2287     0.1311  149.8  16.09 -0.0001035  6.025e-05         -0  1.364e-05 -5.114e-06 -5.699e-05    0.06563    0.02722   -0.09285  36.64       -69.7        48.62         70.3 5.514e-05 
       17703    -0.3986     0.2276     0.1265  150.3  15.41  -0.000105  5.998e-05         -0  1.283e-05 -4.649e-06 -5.504e-05    0.06528    0.02776   -0.09303   33.1      -66.09        48.54        78.42 5.673e-05 
       17704    -0.3993     0.2319     0.1233  149.9  14.95 -0.0001052   6.11e-05         -0  1.245e-05 -4.322e-06 -5.372e-05    0.06509    0.02809   -0.09318  32.68      -66.55        47.92        80.02 5.729e-05 
       17705    -0.4053     0.2311     0.1189  150.3   14.3 -0.0001068  6.088e-05         -0  1.165e-05 -3.758e-06 -5.145e-05    0.06467    0.02867   -0.09334  32.65      -65.16        47.24        80.03 5.675e-05 
       17706    -0.4059     0.2356     0.1158  149.9  13.86  -0.000107  6.207e-05         -0  1.126e-05 -3.486e-06 -4.995e-05    0.06446    0.02902   -0.09348  31.88      -65.83        46.23        82.39 5.757e-05 
       17707    -0.4118     0.2347     0.1112  150.3   13.2 -0.0001085  6.184e-05         -0  1.061e-05 -2.973e-06 -4.724e-05    0.06404     0.0296   -0.09364  36.34      -73.28        48.85         77.5 5.866e-05 
       17708    -0.4119     0.2388     0.1077  149.9  12.74 -0.0001085  6.293e-05         -0  1.048e-05 -3.174e-06 -4.535e-05    0.06392    0.02987   -0.09379  45.81      -73.77        64.98         61.6 5.801e-05 
       17709     -0.417     0.2372     0.1025  150.4  12.06 -0.0001099  6.252e-05         -0  1.026e-05 -2.761e-06 -4.245e-05    0.06364    0.03033   -0.09397  51.83      -79.18        65.02        48.99 5.678e-05 
       17710    -0.4165     0.2411    0.09866  149.9  11.58 -0.0001098  6.353e-05         -0  1.032e-05 -2.787e-06 -4.083e-05     0.0636    0.03052   -0.09412   46.6      -81.54        59.79        58.17 5.832e-05 
       17711    -0.4208     0.2392    0.09303  150.4  10.88 -0.0001109  6.304e-05         -0  1.041e-05  -2.43e-06  -3.78e-05    0.06343    0.03087    -0.0943  58.16      -95.26        62.14           35 5.95e-05 
       17712      -0.42     0.2431    0.08894  149.9  10.39 -0.0001107  6.407e-05         -0  1.049e-05 -2.412e-06 -3.622e-05    0.06343    0.03103   -0.09445  54.44      -97.36        58.29        41.14 6.035e-05 
       17713    -0.4246     0.2412    0.08317  150.4  9.666 -0.0001119  6.355e-05         -0   9.94e-06 -1.879e-06 -3.383e-05     0.0632    0.03141   -0.09461  42.93      -90.93        60.63        68.49 6.449e-05 
       17714    -0.4246     0.2453    0.07938    150  9.195 -0.0001119  6.464e-05         -0  9.519e-06 -1.683e-06  -3.22e-05    0.06305    0.03168   -0.09473  44.13      -90.64        62.36        66.16 6.419e-05 
       17715    -0.4301     0.2433     0.0735  150.5  8.461 -0.0001133  6.411e-05         -0  8.738e-06 -8.404e-07  -2.92e-05    0.06269    0.03217   -0.09486  46.62      -101.8        68.92        68.47 7.036e-05 
       17716    -0.4303     0.2476    0.06965  150.1  7.986 -0.0001134  6.525e-05         -0  8.115e-06 -4.084e-07 -2.753e-05    0.06249    0.03247   -0.09497  40.24      -101.8        55.11        82.13 7.096e-05 
       17717    -0.4363     0.2457    0.06413  150.6  7.298  -0.000115  6.475e-05         -0   6.72e-06  7.352e-07 -2.452e-05    0.06203    0.03304   -0.09507  37.04      -86.91        49.04        87.59 6.639e-05 
       17718    -0.4366       0.25    0.06055  150.2  6.861 -0.0001151  6.589e-05         -0  5.907e-06  7.892e-07 -2.245e-05    0.06179    0.03336   -0.09515     48      -93.19        69.93        73.19 6.879e-05 
       17719    -0.4431     0.2483    0.05535  150.7  6.219 -0.0001168  6.543e-05         -0  3.939e-06  2.395e-06 -1.915e-05    0.06124    0.03399   -0.09523  45.22      -81.34        68.75        95.51 7.153e-05 
       17720    -0.4439     0.2528     0.0514  150.3  5.746  -0.000117  6.662e-05         -0  2.647e-06  2.826e-06 -1.663e-05    0.06092    0.03438   -0.09531  48.51      -87.09        73.11        102.8 7.666e-05 
       17721     -0.448     0.2505    0.04575  150.8  5.094  -0.000118  6.601e-05         -0  2.532e-06  4.281e-06 -1.151e-05    0.06066    0.03471   -0.09537  91.69      -112.1        50.24        -9.92 6.16e-05 
       17722    -0.4466     0.2544    0.04111  150.3  4.573 -0.0001177  6.704e-05         -0   2.49e-06  4.161e-06 -8.958e-06    0.06063     0.0348   -0.09543  78.32      -117.5        35.53        12.25 6.167e-05 
       17723    -0.4472     0.2503    0.03515  150.8  3.923 -0.0001178  6.595e-05         -0  3.814e-06  4.642e-06 -4.549e-06    0.06085     0.0346   -0.09545  77.16      -123.3        25.67       -29.54 6.467e-05 
